Date;Adj Close;Close;High;Low;Open;Volume
15.05.1981;3.411585808;4.88867712;4.930819988;4.88867712;0;2669
18.05.1981;3.352764368;4.804389;4.818437099;4.804389;0;4449
19.05.1981;3.264533997;4.677958012;4.706054211;4.677958012;0;890
20.05.1981;3.411585808;4.88867712;4.916772842;4.88867712;0;5339
21.05.1981;3.382175922;4.846532822;4.88867712;4.846532822;0;4449
22.05.1981;3.3037467;4.734149933;4.776292801;4.734149933;0;1780
26.05.1981;3.793917656;5.436545849;5.478689194;5.436545849;0;8898
27.05.1981;3.764506102;5.394402027;5.436545849;5.394402027;0;3559
28.05.1981;3.705686569;5.310113907;5.338210106;5.310113907;0;890
29.05.1981;3.705686569;5.310113907;5.352258205;5.310113907;0;4449
01.06.1981;3.950771332;5.661312103;5.703455925;5.661312103;0;26694
02.06.1981;3.85273838;5.520833015;5.562976837;5.520833015;0;890
03.06.1981;3.8135252;5.464641094;5.506784916;5.464641094;0;890
04.06.1981;3.784113407;5.422498226;5.464641094;5.422498226;0;1780
05.06.1981;3.735097408;5.352258205;5.380353928;5.352258205;0;890
08.06.1981;3.735097408;5.352258205;5.352258205;5.352258205;5.352258205;0
09.06.1981;3.735097408;5.352258205;5.352258205;5.352258205;5.352258205;0
10.06.1981;4.127232552;5.914175034;5.942271233;5.914175034;0;22245
11.06.1981;4.137038231;5.928223133;5.942271233;5.928223133;0;13347
12.06.1981;4.489958763;6.43394804;6.462043762;6.43394804;0;43601
15.06.1981;4.989933491;7.150392056;7.178487778;7.150392056;0;145039
16.06.1981;4.803669453;6.883481979;6.925624847;6.883481979;0;9788
17.06.1981;4.803669453;6.883481979;6.897529125;6.883481979;0;32033
18.06.1981;4.695829391;6.728953838;6.757050037;6.728953838;0;32923
19.06.1981;4.68602705;6.714906216;6.743001938;6.714906216;0;64956
22.06.1981;4.627208233;6.630619049;6.658714771;6.630619049;0;2669
23.06.1981;4.764454842;6.827290058;6.841338158;6.827290058;0;11568
24.06.1981;4.59779644;6.588475227;6.630619049;6.588475227;0;30254
25.06.1981;4.656616688;6.672762871;6.70085907;6.672762871;0;5339
26.06.1981;4.852684975;6.953721046;6.981816769;6.953721046;0;24915
29.06.1981;4.803669453;6.883481979;6.925624847;6.883481979;0;6229
30.06.1981;4.764454842;6.827290058;6.85538578;6.827290058;0;101438
01.07.1981;4.921309471;7.052056789;7.080152035;7.052056789;0;40042
02.07.1981;4.980129242;7.136343956;7.164440155;7.136343956;0;49829
06.07.1981;4.882095814;6.995864868;7.023961067;6.995864868;0;6229
07.07.1981;4.735042095;6.785146236;6.827290058;6.785146236;0;6229
08.07.1981;4.901702404;7.023961067;7.052056789;7.023961067;0;10678
09.07.1981;4.833078384;6.925624847;6.953721046;6.925624847;0;12457
10.07.1981;4.980129242;7.136343956;7.164440155;7.136343956;0;17796
13.07.1981;5.05855608;7.248726845;7.276823044;7.248726845;0;3559
14.07.1981;4.862488747;6.967769146;7.009912968;6.967769146;0;34703
15.07.1981;4.862488747;6.967769146;7.009912968;6.967769146;0;1780
16.07.1981;4.862488747;6.967769146;7.009912968;6.967769146;0;7118
17.07.1981;4.862488747;6.967769146;6.981816769;6.967769146;0;890
20.07.1981;4.833078384;6.925624847;6.953721046;6.925624847;0;40931
21.07.1981;4.833078384;6.925624847;6.925624847;6.925624847;6.925624847;0
22.07.1981;4.784060955;6.85538578;6.897529125;6.85538578;0;6229
23.07.1981;4.823275089;6.911577225;6.939672947;6.911577225;0;1780
24.07.1981;4.960521698;7.108248234;7.122295856;7.108248234;0;32923
27.07.1981;4.950719833;7.094200134;7.094200134;7.094200134;0;8008
28.07.1981;4.842882156;6.939672947;6.981816769;6.939672947;0;5339
29.07.1981;4.940915585;7.080152035;7.108248234;7.080152035;0;10678
30.07.1981;4.940915585;7.080152035;7.122295856;7.080152035;0;890
31.07.1981;4.931112766;7.066104889;7.108248234;7.066104889;0;4449
03.08.1981;4.705632687;6.743001938;6.771098137;6.743001938;0;22245
04.08.1981;4.705632687;6.743001938;6.743001938;6.743001938;6.743001938;0
05.08.1981;5.05855608;7.248726845;7.290871143;7.248726845;0;8898
06.08.1981;5.176198006;7.417303085;7.431350231;7.417303085;0;114786
07.08.1981;5.470300198;7.838739872;7.866836071;7.838739872;0;106777
10.08.1981;5.470300198;7.838739872;7.838739872;7.838739872;7.838739872;0
11.08.1981;5.117376328;7.333014965;7.361111164;7.333014965;0;32923
12.08.1981;5.117376328;7.333014965;7.361111164;7.333014965;0;47160
13.08.1981;4.980129242;7.136343956;7.192535877;7.136343956;0;890
14.08.1981;4.980129242;7.136343956;7.136343956;7.136343956;7.136343956;0
17.08.1981;5.09776926;7.304918766;7.347063065;7.304918766;0;11568
18.08.1981;5.038949966;7.220632076;7.248726845;7.220632076;0;10678
19.08.1981;5.087968349;7.290871143;7.333014965;7.290871143;0;17796
20.08.1981;5.068360806;7.262774944;7.304918766;7.262774944;0;4449
21.08.1981;5.068360806;7.262774944;7.262774944;7.262774944;7.262774944;0
24.08.1981;5.117376328;7.333014965;7.375158787;7.333014965;0;19576
25.08.1981;4.931112766;7.066104889;7.108248234;7.066104889;0;21355
26.08.1981;4.931112766;7.066104889;7.094200134;7.066104889;0;9788
27.08.1981;4.715436459;6.757050037;6.799193859;6.757050037;0;2669
28.08.1981;4.587993622;6.574427128;6.61657095;6.574427128;0;1780
31.08.1981;4.568386555;6.546330929;6.574427128;6.546330929;0;30254
01.09.1981;4.391925335;6.293468952;6.321565151;6.293468952;0;21355
02.09.1981;4.284087658;6.138941765;6.167037964;6.138941765;0;32033
03.09.1981;4.489958763;6.43394804;6.462043762;6.43394804;0;21355
04.09.1981;4.480157852;6.41989994;6.462043762;6.41989994;0;8008
08.09.1981;4.587993622;6.574427128;6.60252285;6.574427128;0;48050
09.09.1981;4.470351219;6.405851841;6.43394804;6.405851841;0;44491
10.09.1981;4.470351219;6.405851841;6.43394804;6.405851841;0;51609
11.09.1981;4.303695679;6.167037964;6.209180832;6.167037964;0;19576
14.09.1981;4.303695679;6.167037964;6.167037964;6.167037964;6.167037964;0
15.09.1981;4.450744629;6.377756119;6.405851841;6.377756119;0;2669
16.09.1981;4.431138992;6.349660873;6.377756119;6.349660873;0;2669
17.09.1981;4.480157852;6.41989994;6.44799614;6.41989994;0;1780
18.09.1981;4.470351219;6.405851841;6.44799614;6.405851841;0;32033
21.09.1981;4.470351219;6.405851841;6.405851841;6.405851841;6.405851841;0
