Date;Adj Close;Close;High;Low;Open;Volume
17.03.1980;2.296797752;3.291227102;3.344743013;3.291227102;0;41109
18.03.1980;2.306133986;3.304605961;3.35812211;3.304605961;0;9343
19.03.1980;2.306133986;3.304605961;3.304605961;3.304605961;3.304605961;0
20.03.1980;2.306133986;3.304605961;3.35812211;3.304605961;0;10277
21.03.1980;2.362153769;3.384880066;3.438395977;3.384880066;0;8409
24.03.1980;2.371489763;3.398258924;3.451775074;3.398258924;0;2803
25.03.1980;2.352816343;3.371500969;3.425017118;3.371500969;0;27095
26.03.1980;2.352816343;3.371500969;3.425017118;3.371500969;0;1869
27.03.1980;2.32480669;3.331363916;3.384880066;3.331363916;0;14015
28.03.1980;2.315470457;3.317985058;3.371500969;3.317985058;0;36438
31.03.1980;2.315470457;3.317985058;3.371500969;3.317985058;0;1869
01.04.1980;2.278123856;3.264468908;3.317985058;3.264468908;0;2803
02.04.1980;2.259451628;3.237710953;3.291227102;3.237710953;0;6540
03.04.1980;2.259451628;3.237710953;3.237710953;3.237710953;3.237710953;0
07.04.1980;2.259451628;3.237710953;3.291227102;3.237710953;0;934
08.04.1980;2.259451628;3.237710953;3.291227102;3.237710953;0;44846
09.04.1980;2.334143877;3.344743013;3.398258924;3.344743013;0;42044
10.04.1980;2.362153769;3.384880066;3.438395977;3.384880066;0;35503
11.04.1980;2.352816343;3.371500969;3.425017118;3.371500969;0;59795
14.04.1980;2.352816343;3.371500969;3.371500969;3.371500969;3.371500969;0
15.04.1980;2.427510023;3.47853303;3.532048941;3.47853303;0;1869
16.04.1980;2.427510023;3.47853303;3.532048941;3.47853303;0;61664
17.04.1980;2.427510023;3.47853303;3.47853303;3.47853303;3.47853303;0
18.04.1980;2.390162706;3.425017118;3.47853303;3.425017118;0;1869
21.04.1980;2.390162706;3.425017118;3.47853303;3.425017118;0;5606
22.04.1980;2.390162706;3.425017118;3.425017118;3.425017118;3.425017118;0
23.04.1980;2.436846018;3.491911888;3.545428038;3.491911888;0;24292
24.04.1980;2.455519438;3.518670082;3.572185993;3.518670082;0;934
25.04.1980;2.474192381;3.545428038;3.598943949;3.545428038;0;9343
28.04.1980;2.502202272;3.58556509;3.639081001;3.58556509;0;2803
29.04.1980;2.539548874;3.639081001;3.692596912;3.639081001;0;74744
30.04.1980;2.548885345;3.652460098;3.705975056;3.652460098;0;3737
01.05.1980;2.558222532;3.665838957;3.719353914;3.665838957;0;934
02.05.1980;2.558222532;3.665838957;3.665838957;3.665838957;3.665838957;0
05.05.1980;2.576895475;3.692596912;3.746112108;3.692596912;0;14015
06.05.1980;2.632913351;3.772870064;3.826385975;3.772870064;0;5606
07.05.1980;2.632913351;3.772870064;3.772870064;3.772870064;3.772870064;0
08.05.1980;2.642250299;3.786248922;3.839765072;3.786248922;0;7474
09.05.1980;2.651587486;3.799628019;3.85314393;3.799628019;0;15883
12.05.1980;2.707607031;3.879901886;3.933418036;3.879901886;0;41109
13.05.1980;2.707607031;3.879901886;3.933418036;3.879901886;0;1869
14.05.1980;2.707607031;3.879901886;3.933418036;3.879901886;0;7474
15.05.1980;2.707607031;3.879901886;3.879901886;3.879901886;3.879901886;0
16.05.1980;2.642250299;3.786248922;3.839765072;3.786248922;0;55124
19.05.1980;2.670259953;3.826385975;3.879901886;3.826385975;0;29898
20.05.1980;2.726279736;3.90666008;3.960175991;3.90666008;0;934
21.05.1980;2.744953394;3.933418036;3.986933947;3.933418036;0;5606
22.05.1980;2.744953394;3.933418036;3.986933947;3.933418036;0;3737
23.05.1980;2.772963047;3.973555088;4.027070999;3.973555088;0;13080
27.05.1980;2.800973415;4.013691902;4.067207813;4.013691902;0;5606
28.05.1980;2.763626575;3.960175991;4.013691902;3.960175991;0;4672
29.05.1980;2.763626575;3.960175991;3.960175991;3.960175991;3.960175991;0
30.05.1980;2.754289627;3.946796894;4.000312805;3.946796894;0;6540
02.06.1980;2.763626575;3.960175991;4.013691902;3.960175991;0;934
03.06.1980;2.763626575;3.960175991;4.013691902;3.960175991;0;18686
04.06.1980;2.772963047;3.973555088;4.027070999;3.973555088;0;8409
05.06.1980;2.772963047;3.973555088;3.973555088;3.973555088;3.973555088;0
06.06.1980;2.791636705;4.000312805;4.053829193;4.000312805;0;2803
09.06.1980;2.819646597;4.040450096;4.093966007;4.040450096;0;8409
10.06.1980;2.828983068;4.053829193;4.107345104;4.053829193;0;2803
11.06.1980;2.828983068;4.053829193;4.053829193;4.053829193;4.053829193;0
12.06.1980;2.828983068;4.053829193;4.053829193;4.053829193;4.053829193;0
13.06.1980;2.828983068;4.053829193;4.053829193;4.053829193;4.053829193;0
16.06.1980;2.838319063;4.067207813;4.120724201;4.067207813;0;7474
17.06.1980;2.819646597;4.040450096;4.093966007;4.040450096;0;934
18.06.1980;2.819646597;4.040450096;4.040450096;4.040450096;4.040450096;0
19.06.1980;2.819646597;4.040450096;4.093966007;4.040450096;0;1869
20.06.1980;2.819646597;4.040450096;4.093966007;4.040450096;0;1869
23.06.1980;2.819646597;4.040450096;4.040450096;4.040450096;4.040450096;0
24.06.1980;2.632913351;3.772870064;3.826385975;3.772870064;0;1869
25.06.1980;2.632913351;3.772870064;3.772870064;3.772870064;3.772870064;0
26.06.1980;2.705738544;3.877226114;3.933418036;3.877226114;0;890
27.06.1980;2.705738544;3.877226114;3.877226114;3.877226114;3.877226114;0
30.06.1980;2.617509604;3.750794888;3.806987047;3.750794888;0;8008
01.07.1980;2.588098526;3.708651066;3.764842987;3.708651066;0;890
02.07.1980;2.588098526;3.708651066;3.764842987;3.708651066;0;3559
03.07.1980;2.578295469;3.694602966;3.750794888;3.694602966;0;3559
07.07.1980;2.558688641;3.666507959;3.694602966;3.666507959;0;890
08.07.1980;2.548885345;3.652460098;3.694602966;3.652460098;0;9788
09.07.1980;2.558688641;3.666507959;3.694602966;3.666507959;0;53389
10.07.1980;2.744953394;3.933418036;3.975562096;3.933418036;0;5339
11.07.1980;2.744953394;3.933418036;3.933418036;3.933418036;3.933418036;0
14.07.1980;2.656723261;3.806987047;3.849129915;3.806987047;0;7118
15.07.1980;2.637116671;3.778891087;3.806987047;3.778891087;0;1780
16.07.1980;2.637116671;3.778891087;3.778891087;3.778891087;3.778891087;0
17.07.1980;2.656723261;3.806987047;3.835083008;3.806987047;0;4449
18.07.1980;2.637116671;3.778891087;3.806987047;3.778891087;0;890
21.07.1980;2.627312899;3.764842987;3.792938948;3.764842987;0;2669
22.07.1980;2.627312899;3.764842987;3.764842987;3.764842987;3.764842987;0
23.07.1980;2.59790206;3.722698927;3.764842987;3.722698927;0;890
24.07.1980;2.59790206;3.722698927;3.722698927;3.722698927;3.722698927;0
25.07.1980;2.588098526;3.708651066;3.736747026;3.708651066;0;890
28.07.1980;2.568491459;3.680555105;3.722698927;3.680555105;0;3559
29.07.1980;2.568491459;3.680555105;3.680555105;3.680555105;3.680555105;0
30.07.1980;2.568491459;3.680555105;3.722698927;3.680555105;0;890
31.07.1980;2.568491459;3.680555105;3.680555105;3.680555105;3.680555105;0
01.08.1980;2.588098526;3.708651066;3.736747026;3.708651066;0;890
04.08.1980;2.607705116;3.736747026;3.764842987;3.736747026;0;2669
05.08.1980;2.588098526;3.708651066;3.750794888;3.708651066;0;1780
06.08.1980;2.588098526;3.708651066;3.708651066;3.708651066;3.708651066;0
07.08.1980;2.588098526;3.708651066;3.708651066;3.708651066;3.708651066;0
08.08.1980;2.588098526;3.708651066;3.708651066;3.708651066;3.708651066;0
11.08.1980;2.578295469;3.694602966;3.722698927;3.694602966;0;7118
12.08.1980;2.617509604;3.750794888;3.792938948;3.750794888;0;38262
13.08.1980;2.627312899;3.764842987;3.806987047;3.764842987;0;11568
14.08.1980;2.646919727;3.792938948;3.835083008;3.792938948;0;3559
15.08.1980;2.646919727;3.792938948;3.792938948;3.792938948;3.792938948;0
18.08.1980;2.705738544;3.877226114;3.891273975;3.877226114;0;1780
19.08.1980;2.705738544;3.877226114;3.905322075;3.877226114;0;1780
20.08.1980;2.715542793;3.891273975;3.933418036;3.891273975;0;8008
21.08.1980;2.715542793;3.891273975;3.933418036;3.891273975;0;10678
22.08.1980;2.715542793;3.891273975;3.891273975;3.891273975;3.891273975;0
25.08.1980;2.735150099;3.919369936;3.961513996;3.919369936;0;1780
26.08.1980;2.793970823;4.003657818;4.045801163;4.003657818;0;3559
27.08.1980;2.774363279;3.975562096;4.003657818;3.975562096;0;19576
28.08.1980;2.774363279;3.975562096;4.017705917;3.975562096;0;890
29.08.1980;2.774363279;3.975562096;3.975562096;3.975562096;3.975562096;0
02.09.1980;2.784166813;3.989609957;4.031753063;3.989609957;0;7118
03.09.1980;2.784166813;3.989609957;3.989609957;3.989609957;3.989609957;0
04.09.1980;2.784166813;3.989609957;4.017705917;3.989609957;0;11568
05.09.1980;2.764559984;3.961513996;4.003657818;3.961513996;0;3559
08.09.1980;2.764559984;3.961513996;3.961513996;3.961513996;3.961513996;0
09.09.1980;2.774363279;3.975562096;4.031753063;3.975562096;0;4449
10.09.1980;2.784166813;3.989609957;4.003657818;3.989609957;0;1780
11.09.1980;2.803773642;4.017705917;4.045801163;4.017705917;0;8008
12.09.1980;2.823380709;4.045801163;4.059848785;4.045801163;0;12457
15.09.1980;2.921414852;4.186281204;4.214375973;4.186281204;0;6229
16.09.1980;2.921414852;4.186281204;4.228424072;4.186281204;0;5339
17.09.1980;2.921414852;4.186281204;4.214375973;4.186281204;0;1780
18.09.1980;2.901808023;4.158185005;4.172233105;4.158185005;0;1780
19.09.1980;2.852791309;4.087944984;4.116041183;4.087944984;0;1780
22.09.1980;2.774363279;3.975562096;4.003657818;3.975562096;0;3559
23.09.1980;2.735150099;3.919369936;3.947465897;3.919369936;0;9788
24.09.1980;2.735150099;3.919369936;3.947465897;3.919369936;0;890
25.09.1980;2.754755974;3.947465897;3.961513996;3.947465897;0;5339
26.09.1980;2.754755974;3.947465897;3.947465897;3.947465897;3.947465897;0
29.09.1980;2.754755974;3.947465897;3.947465897;3.947465897;3.947465897;0
30.09.1980;2.784166813;3.989609957;4.003657818;3.989609957;0;7118
01.10.1980;2.823380709;4.045801163;4.045801163;4.045801163;0;28474
02.10.1980;2.852791309;4.087944984;4.130088806;4.087944984;0;23135
03.10.1980;2.970431328;4.256519794;4.284615993;4.256519794;0;55168
06.10.1980;3.09787631;4.439143181;4.467238903;4.439143181;0;10678
07.10.1980;3.068466187;4.396998882;4.425095081;4.396998882;0;6229
08.10.1980;3.068466187;4.396998882;4.425095081;4.396998882;0;12457
09.10.1980;3.058662891;4.382952213;4.411046982;4.382952213;0;8898
10.10.1980;3.068466187;4.396998882;4.411046982;4.396998882;0;8008
13.10.1980;3.205713034;4.593669891;4.607717991;4.593669891;0;41821
14.10.1980;3.274337053;4.692006111;4.720101833;4.692006111;0;26694
15.10.1980;3.29394412;4.720101833;4.762245178;4.720101833;0;31143
16.10.1980;3.313549519;4.748197079;4.776292801;4.748197079;0;890
17.10.1980;3.29394412;4.720101833;4.748197079;4.720101833;0;3559
20.10.1980;3.215516567;4.607717991;4.63581419;4.607717991;0;1780
21.10.1980;3.195910215;4.579621792;4.607717991;4.579621792;0;8898
22.10.1980;3.215516567;4.607717991;4.63581419;4.607717991;0;4449
23.10.1980;3.16650033;4.537478924;4.565574169;4.537478924;0;4449
24.10.1980;3.16650033;4.537478924;4.537478924;4.537478924;4.537478924;0
27.10.1980;3.107677698;4.453190804;4.467238903;4.453190804;0;890
28.10.1980;3.088071585;4.425095081;4.439143181;4.425095081;0;7118
29.10.1980;3.088071585;4.425095081;4.425095081;4.425095081;4.425095081;0
30.10.1980;3.107677698;4.453190804;4.481287003;4.453190804;0;2669
31.10.1980;3.107677698;4.453190804;4.467238903;4.453190804;0;4449
03.11.1980;3.09787631;4.439143181;4.467238903;4.439143181;0;4449
05.11.1980;2.901808023;4.158185005;4.186281204;4.158185005;0;4449
06.11.1980;2.901808023;4.158185005;4.158185005;4.158185005;4.158185005;0
07.11.1980;2.862594128;4.101993084;4.130088806;4.101993084;0;14237
10.11.1980;2.931218386;4.200328827;4.214375973;4.200328827;0;73854
11.11.1980;2.911610842;4.172233105;4.186281204;4.172233105;0;6229
12.11.1980;2.833183527;4.059848785;4.087944984;4.059848785;0;3559
13.11.1980;2.823380709;4.045801163;4.101993084;4.045801163;0;2669
14.11.1980;2.803773642;4.017705917;4.031753063;4.017705917;0;28474
17.11.1980;2.784166813;3.989609957;4.017705917;3.989609957;0;1780
18.11.1980;2.725345612;3.905322075;3.933418036;3.905322075;0;1780
19.11.1980;2.735150099;3.919369936;3.961513996;3.919369936;0;5339
20.11.1980;2.764559984;3.961513996;3.989609957;3.961513996;0;5339
21.11.1980;2.744953394;3.933418036;3.961513996;3.933418036;0;890
24.11.1980;2.735150099;3.919369936;3.961513996;3.919369936;0;1780
25.11.1980;2.735150099;3.919369936;3.961513996;3.919369936;0;1780
26.11.1980;2.735150099;3.919369936;3.919369936;3.919369936;3.919369936;0
28.11.1980;2.725345612;3.905322075;3.947465897;3.905322075;0;8898
01.12.1980;2.705738544;3.877226114;3.905322075;3.877226114;0;48050
02.12.1980;2.715542793;3.891273975;3.933418036;3.891273975;0;46270
03.12.1980;2.715542793;3.891273975;3.919369936;3.891273975;0;890
04.12.1980;2.754755974;3.947465897;3.975562096;3.947465897;0;6229
05.12.1980;2.744953394;3.933418036;3.961513996;3.933418036;0;20466
08.12.1980;2.803773642;4.017705917;4.031753063;4.017705917;0;38262
09.12.1980;2.764559984;3.961513996;3.989609957;3.961513996;0;2669
10.12.1980;2.774363279;3.975562096;3.989609957;3.975562096;0;6229
11.12.1980;2.754755974;3.947465897;3.989609957;3.947465897;0;1780
12.12.1980;2.754755974;3.947465897;3.947465897;3.947465897;3.947465897;0
15.12.1980;2.784166813;3.989609957;4.017705917;3.989609957;0;1780
16.12.1980;2.764559984;3.961513996;3.989609957;3.961513996;0;5339
17.12.1980;2.764559984;3.961513996;3.961513996;3.961513996;3.961513996;0
18.12.1980;2.754755974;3.947465897;3.975562096;3.947465897;0;7118
19.12.1980;2.744953394;3.933418036;3.947465897;3.933418036;0;6229
22.12.1980;2.744953394;3.933418036;3.933418036;3.933418036;3.933418036;0
23.12.1980;2.744953394;3.933418036;3.961513996;3.933418036;0;7118
24.12.1980;2.784166813;3.989609957;4.003657818;3.989609957;0;4449
26.12.1980;2.784166813;3.989609957;4.031753063;3.989609957;0;3559
29.12.1980;2.813575745;4.031753063;4.045801163;4.031753063;0;8898
30.12.1980;2.813575745;4.031753063;4.031753063;4.031753063;4.031753063;0
31.12.1980;2.862594128;4.101993084;4.130088806;4.101993084;0;3559
02.01.1981;2.862594128;4.101993084;4.101993084;4.101993084;4.101993084;0
05.01.1981;2.901808023;4.158185005;4.186281204;4.158185005;0;7118
06.01.1981;2.921414852;4.186281204;4.200328827;4.186281204;0;12457
07.01.1981;2.892004967;4.144136906;4.186281204;4.144136906;0;1780
08.01.1981;2.901808023;4.158185005;4.186281204;4.158185005;0;4449
09.01.1981;2.892004967;4.144136906;4.172233105;4.144136906;0;1780
12.01.1981;2.882200956;4.130088806;4.158185005;4.130088806;0;1780
13.01.1981;2.842987061;4.073896885;4.116041183;4.073896885;0;1780
14.01.1981;2.862594128;4.101993084;4.116041183;4.101993084;0;21355
15.01.1981;2.862594128;4.101993084;4.130088806;4.101993084;0;8898
16.01.1981;2.862594128;4.101993084;4.130088806;4.101993084;0;4449
19.01.1981;2.862594128;4.101993084;4.144136906;4.101993084;0;1780
20.01.1981;2.872397661;4.116041183;4.144136906;4.116041183;0;6229
21.01.1981;2.911610842;4.172233105;4.200328827;4.172233105;0;4449
22.01.1981;2.911610842;4.172233105;4.186281204;4.172233105;0;8008
23.01.1981;2.882200956;4.130088806;4.158185005;4.130088806;0;1780
26.01.1981;2.862594128;4.101993084;4.130088806;4.101993084;0;3559
27.01.1981;2.862594128;4.101993084;4.101993084;4.101993084;4.101993084;0
28.01.1981;2.862594128;4.101993084;4.101993084;4.101993084;4.101993084;0
29.01.1981;2.852791309;4.087944984;4.130088806;4.087944984;0;890
30.01.1981;2.901808023;4.158185005;4.186281204;4.158185005;0;8898
02.02.1981;2.931218386;4.200328827;4.242472172;4.200328827;0;9788
03.02.1981;2.931218386;4.200328827;4.200328827;4.200328827;4.200328827;0
04.02.1981;2.931218386;4.200328827;4.200328827;4.200328827;4.200328827;0
05.02.1981;2.901808023;4.158185005;4.172233105;4.158185005;0;16017
06.02.1981;2.901808023;4.158185005;4.158185005;4.158185005;4.158185005;0
09.02.1981;2.872397661;4.116041183;4.144136906;4.116041183;0;890
10.02.1981;2.872397661;4.116041183;4.144136906;4.116041183;0;2669
11.02.1981;2.862594128;4.101993084;4.130088806;4.101993084;0;10678
12.02.1981;2.882200956;4.130088806;4.158185005;4.130088806;0;3559
13.02.1981;2.882200956;4.130088806;4.130088806;4.130088806;4.130088806;0
17.02.1981;2.803773642;4.017705917;4.045801163;4.017705917;0;1780
18.02.1981;2.793970823;4.003657818;4.031753063;4.003657818;0;1780
19.02.1981;2.754755974;3.947465897;3.975562096;3.947465897;0;8008
20.02.1981;2.735150099;3.919369936;3.961513996;3.919369936;0;16906
23.02.1981;2.705738544;3.877226114;3.919369936;3.877226114;0;1780
24.02.1981;2.705738544;3.877226114;3.877226114;3.877226114;3.877226114;0
25.02.1981;2.705738544;3.877226114;3.905322075;3.877226114;0;1780
26.02.1981;2.735150099;3.919369936;3.947465897;3.919369936;0;3559
27.02.1981;2.715542793;3.891273975;3.919369936;3.891273975;0;1780
02.03.1981;2.715542793;3.891273975;3.919369936;3.891273975;0;7118
03.03.1981;2.715542793;3.891273975;3.891273975;3.891273975;3.891273975;0
04.03.1981;2.852791309;4.087944984;4.130088806;4.087944984;0;49829
05.03.1981;2.872397661;4.116041183;4.144136906;4.116041183;0;18686
06.03.1981;3.019448757;4.326759815;4.354856014;4.326759815;0;8008
09.03.1981;2.960628748;4.242472172;4.284615993;4.242472172;0;890
10.03.1981;2.960628748;4.242472172;4.270567894;4.242472172;0;3559
11.03.1981;2.931218386;4.200328827;4.228424072;4.200328827;0;10678
12.03.1981;2.931218386;4.200328827;4.228424072;4.200328827;0;26694
13.03.1981;2.931218386;4.200328827;4.242472172;4.200328827;0;13347
16.03.1981;3.11748147;4.467238903;4.481287003;4.467238903;0;14237
17.03.1981;3.088071585;4.425095081;4.453190804;4.425095081;0;3559
18.03.1981;3.09787631;4.439143181;4.481287003;4.439143181;0;5339
19.03.1981;3.09787631;4.439143181;4.439143181;4.439143181;4.439143181;0
20.03.1981;3.11748147;4.467238903;4.495335102;4.467238903;0;14237
23.03.1981;3.215516567;4.607717991;4.62176609;4.607717991;0;8008
24.03.1981;3.25473094;4.663909912;4.692006111;4.663909912;0;41821
25.03.1981;3.25473094;4.663909912;4.677958012;4.663909912;0;16017
26.03.1981;3.09787631;4.439143181;4.481287003;4.439143181;0;6229
27.03.1981;3.058662891;4.382952213;4.425095081;4.382952213;0;1780
30.03.1981;3.058662891;4.382952213;4.425095081;4.382952213;0;2669
31.03.1981;3.048859596;4.368904114;4.411046982;4.368904114;0;1780
01.04.1981;3.137089491;4.495335102;4.509383202;4.495335102;0;34703
02.04.1981;3.195910215;4.579621792;4.607717991;4.579621792;0;30254
03.04.1981;3.16650033;4.537478924;4.579621792;4.537478924;0;6229
06.04.1981;3.156696558;4.523430824;4.551527023;4.523430824;0;11568
07.04.1981;3.195910215;4.579621792;4.607717991;4.579621792;0;9788
08.04.1981;3.519421816;5.043203831;5.07130003;5.043203831;0;30254
09.04.1981;3.44099474;4.930819988;4.97296381;4.930819988;0;12457
10.04.1981;3.342960358;4.7903409;4.818437099;4.7903409;0;17796
13.04.1981;3.548832655;5.085348129;5.113442898;5.085348129;0;14237
14.04.1981;3.588046074;5.141539097;5.169634819;5.141539097;0;19576
15.04.1981;3.470405102;4.97296381;5.001060009;4.97296381;0;890
16.04.1981;3.548832655;5.085348129;5.113442898;5.085348129;0;1780
20.04.1981;3.519421816;5.043203831;5.085348129;5.043203831;0;2669
21.04.1981;3.617456198;5.183682919;5.225827217;5.183682919;0;16017
22.04.1981;3.999789476;5.731552124;5.745600224;5.731552124;0;27584
23.04.1981;3.842934608;5.506784916;5.548929214;5.506784916;0;6229
24.04.1981;3.803720713;5.450593948;5.478689194;5.450593948;0;15127
27.04.1981;3.725293159;5.338210106;5.352258205;5.338210106;0;13347
28.04.1981;3.833131313;5.492736816;5.506784916;5.492736816;0;3559
29.04.1981;3.823328495;5.478689194;5.506784916;5.478689194;0;8898
30.04.1981;3.921361446;5.619169235;5.661312103;5.619169235;0;20466
01.05.1981;4.156644344;5.956318855;5.984415054;5.956318855;0;2669
04.05.1981;3.921361446;5.619169235;5.661312103;5.619169235;0;22245
05.05.1981;3.882148266;5.562976837;5.605121136;5.562976837;0;14237
06.05.1981;3.764506102;5.394402027;5.422498226;5.394402027;0;8008
07.05.1981;3.578243494;5.127490997;5.155587196;5.127490997;0;7118
08.05.1981;3.676277637;5.267971039;5.296065807;5.267971039;0;3559
11.05.1981;3.597848654;5.155587196;5.183682919;5.155587196;0;7118
12.05.1981;3.490010977;5.001060009;5.029156208;5.001060009;0;890
13.05.1981;3.646867275;5.225827217;5.253922939;5.225827217;0;42711
14.05.1981;3.490010977;5.001060009;5.029156208;5.001060009;0;31143
